"","mean_expression.gene","mean_expression.epoch","mean_expression.mean_expression"
"Smarca2","Smarca2","epoch1",-0.311980661244133
"Vldlr","Vldlr","epoch1",-0.285486238865915
"Cyp26a1","Cyp26a1","epoch1",-0.274274149814489
"Ffar4","Ffar4","epoch1",-0.0827235105206585
"Scd2","Scd2","epoch1",-0.657428782107615
"Ina","Ina","epoch1",0.664259031615512
"Mxi1","Mxi1","epoch1",-0.162118546426226
"Tcf7l2","Tcf7l2","epoch1",-0.251223105894282
"Gata3","Gata3","epoch1",-0.150040921554141
"Grin1","Grin1","epoch1",-0.0352723788979419
"Dpp7","Dpp7","epoch1",0.200314512460982
"Ptgds","Ptgds","epoch1",-0.094638118732113
"Notch1","Notch1","epoch1",-0.213516417964721
"1700007K13Rik","1700007K13Rik","epoch1",0.37028349745141
"Pbx3","Pbx3","epoch1",-0.278827560612024
"Rbms1","Rbms1","epoch1",-0.389367741999028
"Fign","Fign","epoch1",-0.353022374946139
"Stk39","Stk39","epoch1",-0.40467075501731
"Frzb","Frzb","epoch1",-0.40974467394404
"Tfpi","Tfpi","epoch1",0.515412699670532
"Mdk","Mdk","epoch1",-0.894372449060448
"Fjx1","Fjx1","epoch1",-0.294250614020729
"Rcn1","Rcn1","epoch1",-0.54918886698695
"Actc1","Actc1","epoch1",-0.0911205188299129
"Meis2","Meis2","epoch1",-0.634087921753966
"2700033N17Rik","2700033N17Rik","epoch1",-0.221084004792782
"Zscan29","Zscan29","epoch1",-0.0513169917184399
"Ckap2l","Ckap2l","epoch1",-0.048878604650522
"Slc4a11","Slc4a11","epoch1",0.138895679492338
"Foxa2","Foxa2","epoch1",-0.191054225213445
"Plagl2","Plagl2","epoch1",-0.313224271688567
"Ptprt","Ptprt","epoch1",-0.132285072184375
"Sdc4","Sdc4","epoch1",0.470083175855439
"Zmynd8","Zmynd8","epoch1",-0.153184353748699
"Atp9a","Atp9a","epoch1",-0.000767083792552917
"Sall4","Sall4","epoch1",0.0953208012075802
"Aurka","Aurka","epoch1",0.218405433743655
"Bmp7","Bmp7","epoch1",-0.283536113074427
"Pmepa1","Pmepa1","epoch1",-0.16215800788753
"Nkain4","Nkain4","epoch1",-0.046927821744215
"Stmn3","Stmn3","epoch1",-0.130674648341451
"Fam107b","Fam107b","epoch1",-0.27021038296588
"Sfmbt2","Sfmbt2","epoch1",0.30527394587754
"Vim","Vim","epoch1",-0.568170374209536
"Commd3","Commd3","epoch1",-0.3788073981439
"Bmi1","Bmi1","epoch1",-0.252289874967083
"Msrb2","Msrb2","epoch1",0.603006511104264
"Etl4","Etl4","epoch1",0.412529385870375
"Nrarp","Nrarp","epoch1",-0.431900469474057
"Olfm1","Olfm1","epoch1",-0.299066827945005
"Prrx2","Prrx2","epoch1",-0.153548834965099
"Ass1","Ass1","epoch1",0.499232694782053
"Ak1","Ak1","epoch1",0.21809374752029
"Angptl2","Angptl2","epoch1",-0.205097952087393
"Hspa5","Hspa5","epoch1",-0.00895396957435231
"Rif1","Rif1","epoch1",0.710114537558366
"Csrnp3","Csrnp3","epoch1",-0.0121489621121958
"Sp5","Sp5","epoch1",-0.211548510580911
"Erich2","Erich2","epoch1",-0.119140025958591
"Hat1","Hat1","epoch1",0.639466454099538
"Pdk1","Pdk1","epoch1",0.415751550093453
"Hoxd11","Hoxd11","epoch1",-0.232413186788363
"Hoxd9","Hoxd9","epoch1",-0.408553597230397
"Hoxd8","Hoxd8","epoch1",-0.348262620743063
"Hnrnpa3","Hnrnpa3","epoch1",0.0202919984117403
"Lrp4","Lrp4","epoch1",-0.255640339026538
"Syt13","Syt13","epoch1",-0.17327623616726
"Trp53i11","Trp53i11","epoch1",-0.405445296272341
"Lmo2","Lmo2","epoch1",-0.215885006762808
"Mpped2","Mpped2","epoch1",-0.224256185300459
"Spred1","Spred1","epoch1",-0.322690193477051
"Thbs1","Thbs1","epoch1",-0.0577032384899931
"Nusap1","Nusap1","epoch1",0.0961394547574956
"Mapkbp1","Mapkbp1","epoch1",-0.0640802456332981
"B2m","B2m","epoch1",-0.639875396227029
"Sema6d","Sema6d","epoch1",-0.180674244006835
"Dut","Dut","epoch1",0.11873898638505
"Eid1","Eid1","epoch1",-0.497592301714509
"Slc27a2","Slc27a2","epoch1",0.437032321286948
"Cdc25b","Cdc25b","epoch1",-0.085061668146776
"Bmp2","Bmp2","epoch1",-0.18501038866538
"Ism1","Ism1","epoch1",-0.152844123333643
"Id1","Id1","epoch1",-0.504934099203289
"Cox4i2","Cox4i2","epoch1",-0.053383169312159
"Tpx2","Tpx2","epoch1",0.09790311855666
"1700003F12Rik","1700003F12Rik","epoch1",-0.203575498729797
"Myl9","Myl9","epoch1",0.0296733671004533
"Nnat","Nnat","epoch1",-0.219010866343779
"Top1","Top1","epoch1",-0.368901283718236
"Mybl2","Mybl2","epoch1",0.359669648638667
"Wfdc2","Wfdc2","epoch1",0.329492018162043
"Cd40","Cd40","epoch1",-0.268435055135306
"Ncoa3","Ncoa3","epoch1",0.357441192293767
"Snai1","Snai1","epoch1",-0.0885650522430018
"Tshz2","Tshz2","epoch1",-0.275159984139673
"Tfap2c","Tfap2c","epoch1",0.433731754456188
"Gnas","Gnas","epoch1",-0.935522440205485
"Edn3","Edn3","epoch1",-0.0995952807109085
"Col9a3","Col9a3","epoch1",-0.0731080509783605
"Slc17a9","Slc17a9","epoch1",0.258165800836569
"Hey1","Hey1","epoch1",-0.221104586855976
"Tpd52","Tpd52","epoch1",0.363908852717806
"Fndc3b","Fndc3b","epoch1",-0.172150900179315
"Lrrc34","Lrrc34","epoch1",0.447083433141818
"Anxa5","Anxa5","epoch1",-0.25687806883576
"Ccna2","Ccna2","epoch1",0.177518370463394
"Mgarp","Mgarp","epoch1",-0.0181766430766029
"Maml3","Maml3","epoch1",-0.427834215934528
"Pfn2","Pfn2","epoch1",-0.532568574642877
"Gm26771","Gm26771","epoch1",0.0108855173016301
"Trim2","Trim2","epoch1",0.131212199956817
"Mab21l2","Mab21l2","epoch1",-0.00674346054994687
"Fdps","Fdps","epoch1",0.0439842488025806
"Efna3","Efna3","epoch1",-0.203761621352279
"Cks1b","Cks1b","epoch1",0.00140304843570488
"Mllt11","Mllt11","epoch1",-0.140789218863727
"Car14","Car14","epoch1",-0.47493138130834
"Plekho1","Plekho1","epoch1",-0.528530826310733
"Cd2","Cd2","epoch1",0.224705446787682
"Gstm3","Gstm3","epoch1",0.287843950497849
"Gstm1","Gstm1","epoch1",0.443979629799814
"Lmo4","Lmo4","epoch1",-0.385990539436321
"Adgrl2","Adgrl2","epoch1",-0.320427484971694
"Zfhx4","Zfhx4","epoch1",-0.370882030472135
"Stmn2","Stmn2","epoch1",0.262099508243721
"Fabp5","Fabp5","epoch1",-0.694637243353593
"Car2","Car2","epoch1",0.349408235806922
"Bhlhe22","Bhlhe22","epoch1",-0.116917338903496
"Sox2","Sox2","epoch1",0.29233820180036
"Jade1","Jade1","epoch1",0.746391163885921
"Lhfp","Lhfp","epoch1",-0.269841833601674
"Smc4","Smc4","epoch1",0.0506705501731205
"Crabp2","Crabp2","epoch1",-0.586428453849668
"Nes","Nes","epoch1",-0.413482324474743
"Mex3a","Mex3a","epoch1",-0.519158042225076
"Slc39a1","Slc39a1","epoch1",-0.22545333715846
"Sprr2a3","Sprr2a3","epoch1",-0.123926579743575
"S100a11","S100a11","epoch1",-0.090057427386843
"S100a10","S100a10","epoch1",-0.180390086649653
"Hormad1","Hormad1","epoch1",0.401312664077545
"Lix1l","Lix1l","epoch1",-0.356422227066274
"Pdzk1","Pdzk1","epoch1",0.050108661896609
"Rhoc","Rhoc","epoch1",-0.135173189155526
"Psrc1","Psrc1","epoch1",0.132065359839823
"Slc25a24","Slc25a24","epoch1",-0.221081608160717
"Frrs1","Frrs1","epoch1",0.609473205912211
"Gclm","Gclm","epoch1",0.761879696638848
"Prss12","Prss12","epoch1",-0.133672320371405
"Pitx2","Pitx2","epoch1",-0.388587280262501
"Lef1","Lef1","epoch1",0.00490319338898348
"Cxxc4","Cxxc4","epoch1",-0.277845009744069
"Cenpe","Cenpe","epoch1",-0.0106648558756167
"Manba","Manba","epoch1",0.574046898713025
"Ppp3ca","Ppp3ca","epoch1",-0.260051015851834
"Ddit4l","Ddit4l","epoch1",0.178922029050344
"Unc5c","Unc5c","epoch1",-0.13441905993017
"Gm16233","Gm16233","epoch1",0.242953217525459
"Wls","Wls","epoch1",-0.464917037869256
"Esrp1","Esrp1","epoch1",0.45402658504282
"Pnrc1","Pnrc1","epoch1",0.051120259696073
"Aqp3","Aqp3","epoch1",0.230773779494562
"Enho","Enho","epoch1",-0.413574402980939
"Cntfr","Cntfr","epoch1",-0.434136094200184
"Shb","Shb","epoch1",-0.073253062916279
"Lpar1","Lpar1","epoch1",-0.291863385182874
"Ptprd","Ptprd","epoch1",-0.203681377764589
"Cer1","Cer1","epoch1",-0.149425574837642
"Mllt3","Mllt3","epoch1",-0.564176996298368
"Klhl9","Klhl9","epoch1",-0.331313409221158
"Cdkn2a","Cdkn2a","epoch1",0.239815846895661
"Cdkn2b","Cdkn2b","epoch1",0.0695979604267406
"Jun","Jun","epoch1",-0.304568990055933
"Dmrtb1","Dmrtb1","epoch1",-0.0251408434999244
"Cdca8","Cdca8","epoch1",0.0875267410951765
"Gjb3","Gjb3","epoch1",0.37761780419548
"Gjb5","Gjb5","epoch1",0.214165536168183
"Zfp362","Zfp362","epoch1",-0.411442306267076
"Serinc2","Serinc2","epoch1",-0.260148115861161
"Sesn2","Sesn2","epoch1",0.243924079387465
"Sfn","Sfn","epoch1",0.375410860413578
"Grrp1","Grrp1","epoch1",-0.142243828642899
"Ephb2","Ephb2","epoch1",-0.269407990491371
"Alpl","Alpl","epoch1",0.692296742921242
"Cda","Cda","epoch1",-0.0244469230463713
"Nbl1","Nbl1","epoch1",-0.0273877805746368
"Zfp979","Zfp979","epoch1",0.835566381927498
"Draxin","Draxin","epoch1",-0.145741623355294
"Espn","Espn","epoch1",-0.177808014651426
"Ajap1","Ajap1","epoch1",-0.33926253916797
"Chd7","Chd7","epoch1",-0.434209930202736
"Trp53inp1","Trp53inp1","epoch1",0.262653135830733
"Ccne2","Ccne2","epoch1",-0.16180293010379
"Rragd","Rragd","epoch1",-0.20917390353962
"Glipr2","Glipr2","epoch1",0.0186990236884974
"Mup6","Mup6","epoch1",0.344777134135695
"Zfp618","Zfp618","epoch1",-0.325355503444224
"Pappa","Pappa","epoch1",-0.156454297227561
"Nfia","Nfia","epoch1",-0.13520408710204
"L1td1","L1td1","epoch1",0.918947345746529
"Foxd3","Foxd3","epoch1",0.481757746226901
"Pgm2","Pgm2","epoch1",-0.181569316766196
"Ssbp3","Ssbp3","epoch1",-0.563269765074752
"Lrp8","Lrp8","epoch1",-0.226145173930847
"3110021N24Rik","3110021N24Rik","epoch1",-0.134733798807791
"Txndc12","Txndc12","epoch1",-0.325521397629927
"Trabd2b","Trabd2b","epoch1",-0.177595365565436
"2610528J11Rik","2610528J11Rik","epoch1",0.257947788563061
"Mycl","Mycl","epoch1",-0.394956363875977
"Clspn","Clspn","epoch1",-0.101037263384728
"Sfpq","Sfpq","epoch1",0.0510707361016828
"Phc2","Phc2","epoch1",-0.550464286257669
"Tmem54","Tmem54","epoch1",0.422788427777502
"Fndc5","Fndc5","epoch1",-0.268846187157529
"Marcksl1","Marcksl1","epoch1",-0.733905425198165
"Fabp3","Fabp3","epoch1",0.372616502965276
"Laptm5","Laptm5","epoch1",0.394369396336585
"Slc30a2","Slc30a2","epoch1",0.350222408427831
"Rsrp1","Rsrp1","epoch1",0.22318546877955
"Tcea3","Tcea3","epoch1",0.676218530238733
"Camk2n1","Camk2n1","epoch1",-0.202348314066106
"Rcc2","Rcc2","epoch1",0.55789411097172
"Mfap2","Mfap2","epoch1",-0.346306801511242
"Epha2","Epha2","epoch1",0.0443684504696519
"Zfp990","Zfp990","epoch1",0.898935600461373
"Zfp985","Zfp985","epoch1",0.838519372062143
"Hes5","Hes5","epoch1",-0.276762261937635
"Cyp51","Cyp51","epoch1",-0.293992616309257
"Dbf4","Dbf4","epoch1",0.372750314595439
"Crot","Crot","epoch1",-0.189370425556107
"Cnpy1","Cnpy1","epoch1",0.112476755553455
"Mxd4","Mxd4","epoch1",-0.164651816713898
"Mfsd10","Mfsd10","epoch1",0.455737191199189
"Lrpap1","Lrpap1","epoch1",0.166395542134636
"Msx1","Msx1","epoch1",-0.336261189240453
"Nsg1","Nsg1","epoch1",-0.392356277573884
"Fgfbp1","Fgfbp1","epoch1",0.501084734902056
"Sel1l3","Sel1l3","epoch1",-0.0829661097469597
"Rbm47","Rbm47","epoch1",0.384070522776349
"Ociad2","Ociad2","epoch1",-0.258600949234585
"Hopx","Hopx","epoch1",0.101314504810377
"G3bp2","G3bp2","epoch1",0.431136942709925
"Hnrnpdl","Hnrnpdl","epoch1",0.155241294147474
"Ulk1","Ulk1","epoch1",0.348239415056721
"Tmem119","Tmem119","epoch1",-0.262172390395373
"Dynll1","Dynll1","epoch1",0.197102507934606
"Srrm4","Srrm4","epoch1",-0.103365554914639
"Aldh2","Aldh2","epoch1",0.544645094523886
"Auts2","Auts2","epoch1",-0.255903898774956
"Cldn4","Cldn4","epoch1",0.292012303699379
"Col26a1","Col26a1","epoch1",-0.123695117024063
"Pcolce","Pcolce","epoch1",0.327715819759856
"Pdgfa","Pdgfa","epoch1",0.285553974679041
"Adap1","Adap1","epoch1",0.171094942279467
"Actb","Actb","epoch1",-0.0633366392180573
"Flt1","Flt1","epoch1",-0.151281130716475
"Hmgb1","Hmgb1","epoch1",-0.142266921769673
"Abcb1b","Abcb1b","epoch1",0.182932138197505
"Sema3a","Sema3a","epoch1",-0.364251466102812
"Kmt2e","Kmt2e","epoch1",-0.394773427191512
"Cenpa","Cenpa","epoch1",-0.00740797548072299
"Dpysl5","Dpysl5","epoch1",-0.380152545577785
"Gm1673","Gm1673","epoch1",-0.63731610294891
"Afap1","Afap1","epoch1",-0.166438549167831
"Lyar","Lyar","epoch1",0.232644040323851
"Slit2","Slit2","epoch1",-0.16135731287902
"Pcdh7","Pcdh7","epoch1",-0.302389088778755
"Fam114a1","Fam114a1","epoch1",-0.103012380381982
"Uchl1","Uchl1","epoch1",-0.0282505812981477
"Limch1","Limch1","epoch1",-0.256014058234468
"Pdgfra","Pdgfra","epoch1",-0.142282305920536
"C530008M17Rik","C530008M17Rik","epoch1",-0.324088645138497
"Parm1","Parm1","epoch1",-0.114660025919485
"Anxa3","Anxa3","epoch1",-0.203465734775711
"Prdm8","Prdm8","epoch1",-0.158018568546022
"Fgf5","Fgf5","epoch1",0.0553482146403621
"Arhgap24","Arhgap24","epoch1",-0.286869160622309
"Spp1","Spp1","epoch1",0.787668350249332
"Fgfrl1","Fgfrl1","epoch1",-0.370000895330624
"Mn1","Mn1","epoch1",-0.331632764374797
"Msi1","Msi1","epoch1",-0.417566485274537
"Tmem132c","Tmem132c","epoch1",-0.428828429228195
"Fzd10","Fzd10","epoch1",-0.486290132905271
"Hspb1","Hspb1","epoch1",0.782353573668437
"Gigyf1","Gigyf1","epoch1",0.0674483431730565
"Sgce","Sgce","epoch1",-0.306867674011522
"Asns","Asns","epoch1",0.448924396702497
"Tspan12","Tspan12","epoch1",-0.361393908176823
"Ptn","Ptn","epoch1",-0.717273672720451
"Mkrn1","Mkrn1","epoch1",0.69077452379741
"Epha1","Epha1","epoch1",0.0804076523012198
"Tmem176b","Tmem176b","epoch1",-0.335072357606456
"Igf2bp3","Igf2bp3","epoch1",-0.581512301970777
"Skap2","Skap2","epoch1",-0.28401733978734
"Hoxa2","Hoxa2","epoch1",-0.457780762561758
"Hoxa7","Hoxa7","epoch1",-0.41308642657937
"Evx1os","Evx1os","epoch1",-0.305023832562728
"Tril","Tril","epoch1",-0.243195367163842
"Gadd45a","Gadd45a","epoch1",0.366284761739138
"Vamp8","Vamp8","epoch1",-0.0795905446127184
"Tmsb10","Tmsb10","epoch1",-0.274365996855715
"Wbp1","Wbp1","epoch1",-0.410899607327177
"Mthfd2","Mthfd2","epoch1",0.0310223700735765
"Tet3","Tet3","epoch1",-0.349280288759036
"Anxa4","Anxa4","epoch1",0.04562402215947
"H1fx","H1fx","epoch1",-0.410297032519699
"Podxl2","Podxl2","epoch1",-0.300577874606877
"Trh","Trh","epoch1",0.479917273326789
"Adamts9","Adamts9","epoch1",-0.134184607306167
"Vgll4","Vgll4","epoch1",-0.387697657972231
"Plxnd1","Plxnd1","epoch1",-0.12002051426512
"Wnt5b","Wnt5b","epoch1",-0.159296065249789
"Phc1","Phc1","epoch1",0.589799727652302
"Gdf3","Gdf3","epoch1",0.936802283502099
"Slc2a3","Slc2a3","epoch1",-0.201450166140017
"Tpi1","Tpi1","epoch1",-0.24841856797365
"Ptms","Ptms","epoch1",-0.623155438618574
"Gapdh","Gapdh","epoch1",0.0137677348550028
"Cd9","Cd9","epoch1",0.67885672524125
"Ccnd2","Ccnd2","epoch1",-0.609264160612342
"Prmt8","Prmt8","epoch1",-0.0935887439296116
"Ybx3","Ybx3","epoch1",0.32238853533528
"Ldhb","Ldhb","epoch1",0.710980504102051
"Sox5","Sox5","epoch1",-0.129761345500412
"Asb4","Asb4","epoch1",-0.152039538154492
"Met","Met","epoch1",-0.0415661320630369
"Mest","Mest","epoch1",-0.351767536725111
"Cald1","Cald1","epoch1",-0.515758475152771
"Clec2l","Clec2l","epoch1",-0.104740620027657
"Prss1","Prss1","epoch1",-0.133718964295489
"Tmem176a","Tmem176a","epoch1",-0.293752843627623
"Hotairm1","Hotairm1","epoch1",-0.410020274104001
"Gm15050","Gm15050","epoch1",-0.410899708946611
"Evx1","Evx1","epoch1",-0.277924591531176
"Gng12","Gng12","epoch1",-0.496775410176476
"Reep1","Reep1","epoch1",-0.249959052394603
"Capg","Capg","epoch1",0.352313207342754
"Lrrn1","Lrrn1","epoch1",-0.203611900670917
"Cxcl12","Cxcl12","epoch1",0.162200005138922
"Dppa3","Dppa3","epoch1",0.628696865684618
"Etnk1","Etnk1","epoch1",0.114782757013791
"2810474O19Rik","2810474O19Rik","epoch1",0.486880770335173
"AU018091","AU018091","epoch1",0.61084546710946
"Cdc42ep5","Cdc42ep5","epoch1",0.238703692242944
"Cox6b2","Cox6b2","epoch1",0.101520682897291
"Peg3","Peg3","epoch1",-0.44327728278322
"Ltbp4","Ltbp4","epoch1",0.534325983080725
"Dll3","Dll3","epoch1",-0.250122092753303
"Spint2","Spint2","epoch1",0.440710626854392
"Tdrd12","Tdrd12","epoch1",0.614815724445921
"Ccne1","Ccne1","epoch1",0.543507065978423
"Rcn3","Rcn3","epoch1",-0.177981418970193
"Ftl1","Ftl1","epoch1",0.125993888432312
"Dbx1","Dbx1","epoch1",-0.116476459941126
"Snrpn","Snrpn","epoch1",0.452506832763878
"St8sia2","St8sia2","epoch1",-0.138816447686128
"Mfge8","Mfge8","epoch1",-0.246005534921466
"Mesp1","Mesp1","epoch1",-0.146354483050805
"Idh2","Idh2","epoch1",-0.461143735687469
"Furin","Furin","epoch1",-0.164040632460027
"Iqgap1","Iqgap1","epoch1",0.424405787779552
"Ap3b2","Ap3b2","epoch1",0.253253823032686
"Hdgfl3","Hdgfl3","epoch1",-0.418607977778899
"Prss23","Prss23","epoch1",-0.28833147326156
"Mogat2","Mogat2","epoch1",-0.323603975078019
"Serpinh1","Serpinh1","epoch1",-0.861819444867304
"Folr1","Folr1","epoch1",0.607018037623982
"Art5","Art5","epoch1",-0.065562299684402
"Lmo1","Lmo1","epoch1",-0.117278839208345
"Scube2","Scube2","epoch1",-0.319945204518183
"Sox6","Sox6","epoch1",-0.164078661892717
"Arl6ip1","Arl6ip1","epoch1",0.102879175349245
"Aldoa","Aldoa","epoch1",0.138101134087788
"Mvp","Mvp","epoch1",0.551434148698309
"Pycard","Pycard","epoch1",0.735750976485036
"Fgfr2","Fgfr2","epoch1",-0.0239132198657
"Chst15","Chst15","epoch1",-0.260105633681649
"Oat","Oat","epoch1",-0.223602513040077
"Bnip3","Bnip3","epoch1",0.0131787584764312
"Ifitm3","Ifitm3","epoch1",0.707333121144292
"Ano9","Ano9","epoch1",0.203656385473207
"Cdkn1c","Cdkn1c","epoch1",-0.450988450930036
"Phlda2","Phlda2","epoch1",0.0590604751530415
"Ano1","Ano1","epoch1",-0.142539446630333
"Ccnd1","Ccnd1","epoch1",-0.290119932581803
"Epp13","Epp13","epoch1",0.422035490563124
"Meis3","Meis3","epoch1",-0.488156417636753
"Bbc3","Bbc3","epoch1",0.109092312955387
"Dact3","Dact3","epoch1",-0.220810318528329
"Pglyrp1","Pglyrp1","epoch1",0.342469840750859
"Cadm4","Cadm4","epoch1",-0.317847773653671
"Zfp428","Zfp428","epoch1",0.466232673633908
"Tgfb1","Tgfb1","epoch1",-0.118823010431483
"9530053A07Rik","9530053A07Rik","epoch1",0.0338490352991975
"Vstm2b","Vstm2b","epoch1",-0.318983531371373
"Tead2","Tead2","epoch1",-0.737394003964247
"Gys1","Gys1","epoch1",-0.164604932536207
"Bcat2","Bcat2","epoch1",0.702664364177827
"Ldha","Ldha","epoch1",-0.318521285449735
"Ndn","Ndn","epoch1",-0.576675897941133
"Igf1r","Igf1r","epoch1",-0.434055171275246
"Rgma","Rgma","epoch1",-0.383547632622071
"Prc1","Prc1","epoch1",0.0920389232896399
"Mex3b","Mex3b","epoch1",-0.523839817145345
"Tenm4","Tenm4","epoch1",-0.417060615479504
"Gdpd5","Gdpd5","epoch1",-0.1684740977684
"Ucp2","Ucp2","epoch1",0.171459818849445
"Rbmxl2","Rbmxl2","epoch1",1.00303561945562
"Parva","Parva","epoch1",-0.341351237878375
"Mettl9","Mettl9","epoch1",-0.681650454746912
"Plk1","Plk1","epoch1",0.104663200895271
"Ypel3","Ypel3","epoch1",0.00370395600718935
"Tbx6","Tbx6","epoch1",-0.125462234768974
"Mylpf","Mylpf","epoch1",0.720369716223231
"Tgfb1i1","Tgfb1i1","epoch1",-0.247831709081494
"Bub3","Bub3","epoch1",0.0613443674390801
"Dpysl4","Dpysl4","epoch1",-0.340077339056296
"Utf1","Utf1","epoch1",1.06879957869108
"Cd81","Cd81","epoch1",-0.0138013831370846
"Fgf3","Fgf3","epoch1",-0.158567384450008
"Fgf15","Fgf15","epoch1",-0.236952198002851
"Ctxn1","Ctxn1","epoch1",-0.373304213924035
"Col4a1","Col4a1","epoch1",-0.294129920089264
"Gas6","Gas6","epoch1",0.0455185111114967
"Ckap2","Ckap2","epoch1",0.256970391222897
"Plekha2","Plekha2","epoch1",-0.0728006815105137
"Tnks","Tnks","epoch1",-0.2096403794523
"Triml1","Triml1","epoch1",0.599879101949822
"Zfp42","Zfp42","epoch1",0.914438892092979
"Stox2","Stox2","epoch1",-0.292006628222678
"Galnt7","Galnt7","epoch1",-0.350156426438954
"Cpe","Cpe","epoch1",-0.375001806913088
"Apela","Apela","epoch1",0.304013036409431
"Lzts1","Lzts1","epoch1",-0.0996775250556638
"Gdf15","Gdf15","epoch1",0.243932979037184
"Bst2","Bst2","epoch1",0.291254749390023
"Smad1","Smad1","epoch1",-0.287221555732236
"Nanos3","Nanos3","epoch1",0.274437340409104
"Ier2","Ier2","epoch1",0.0985979039845888
"Calr","Calr","epoch1",0.00243344729208338
"Junb","Junb","epoch1",-0.108830511984239
"Irx3","Irx3","epoch1",-0.500633885458732
"Cdh11","Cdh11","epoch1",-0.298728612345172
"Psmb10","Psmb10","epoch1",0.0586718058124794
"Nqo1","Nqo1","epoch1",0.65929934438901
"Cotl1","Cotl1","epoch1",-0.433682798202279
"Fam89a","Fam89a","epoch1",-0.123773498212093
"Egln1","Egln1","epoch1",-0.426647084201471
"Col4a2","Col4a2","epoch1",-0.278540092623214
"Defa30","Defa30","epoch1",-0.171525207417212
"Sfrp1","Sfrp1","epoch1",-0.372948166145478
"Fgfr1","Fgfr1","epoch1",-0.336229003663704
"Zfp703","Zfp703","epoch1",-0.447688094571945
"Rnf122","Rnf122","epoch1",-0.242106515920339
"Dusp4","Dusp4","epoch1",-0.0407189832539244
"Triml2","Triml2","epoch1",0.723561064255787
"Irf2","Irf2","epoch1",-0.224168586573844
"Vegfc","Vegfc","epoch1",0.0988958984417028
"Isyna1","Isyna1","epoch1",-0.0444177929771323
"Jund","Jund","epoch1",-0.172539321794952
"Tpm4","Tpm4","epoch1",-0.70438491108259
"Klf2","Klf2","epoch1",0.905259792186064
"Palm3","Palm3","epoch1",0.338627296676353
"Prdx2","Prdx2","epoch1",-0.586962597559199
"Gm10638","Gm10638","epoch1",-0.0808689685345089
"Nkd1","Nkd1","epoch1",-0.433023524322567
"Irx5","Irx5","epoch1",-0.248631937180752
"Gnao1","Gnao1","epoch1",-0.0682061664895132
"Mt2","Mt2","epoch1",0.522806011753876
"Mt1","Mt1","epoch1",0.440542714607394
"Cmtm3","Cmtm3","epoch1",-0.411053625740958
"Cdh1","Cdh1","epoch1",0.519507205592723
"Zfhx3","Zfhx3","epoch1",-0.106752585476998
"Foxc2","Foxc2","epoch1",-0.109400396506859
"Zfpm1","Zfpm1","epoch1",-0.147180232052159
"Rhou","Rhou","epoch1",-0.470196143090165
"Kcnk1","Kcnk1","epoch1",0.435019400342647
"Nrp1","Nrp1","epoch1",-0.226843085502086
"Amotl1","Amotl1","epoch1",-0.330018135894008
"Fat3","Fat3","epoch1",-0.235547827019723
"Rgl3","Rgl3","epoch1",-0.115865666008074
"Anln","Anln","epoch1",0.287439325277233
"Jam3","Jam3","epoch1",-0.414550850512322
"Ntm","Ntm","epoch1",-0.204919913160742
"St14","St14","epoch1",0.26360343345111
"Ubash3b","Ubash3b","epoch1",-0.204898065235312
"Sc5d","Sc5d","epoch1",-0.319619748570697
"Oaf","Oaf","epoch1",-0.285891482867362
"Pafah1b2","Pafah1b2","epoch1",-0.544764352122487
"Ncam1","Ncam1","epoch1",-0.507181752396688
"Pml","Pml","epoch1",0.625097884983889
"Rec114","Rec114","epoch1",0.37664628539486
"Neo1","Neo1","epoch1",-0.339043090870233
"Tpm1","Tpm1","epoch1",-0.245410796822758
"Tcf12","Tcf12","epoch1",-0.592470995798954
"Dppa5a","Dppa5a","epoch1",1.09693392479
"Hmgn3","Hmgn3","epoch1",-0.296795420718028
"Zic1","Zic1","epoch1",-0.388092235576122
"Chst2","Chst2","epoch1",-0.281552110904524
"Spsb4","Spsb4","epoch1",-0.393929599205882
"Slc35g2","Slc35g2","epoch1",-0.170739783584777
"Tex264","Tex264","epoch1",-0.00146440599089537
"Sema3f","Sema3f","epoch1",-0.134730601453113
"Fam212a","Fam212a","epoch1",-0.186624253748669
"Pth1r","Pth1r","epoch1",-0.28974458481963
"Tdgf1","Tdgf1","epoch1",0.576704988045705
"Cmtm8","Cmtm8","epoch1",-0.356406482458237
"Rbms3","Rbms3","epoch1",-0.149298323241647
"Higd1a","Higd1a","epoch1",-0.0697476219523374
"2010315B03Rik","2010315B03Rik","epoch1",-0.0739034075026064
"Icam1","Icam1","epoch1",0.391964355327152
"Cnn1","Cnn1","epoch1",-0.0545788081807792
"Ets1","Ets1","epoch1",-0.136921875657517
"Olfr986","Olfr986","epoch1",0.228819713634753
"Hspa8","Hspa8","epoch1",0.523441925775542
"Nectin1","Nectin1","epoch1",-0.057495036127147
"Mcam","Mcam","epoch1",0.478554924713721
"H2afx","H2afx","epoch1",0.135787950724531
"Usp28","Usp28","epoch1",0.4831155682621
"Crabp1","Crabp1","epoch1",-0.419258200051225
"Rcn2","Rcn2","epoch1",-0.668185366640091
"Stra6","Stra6","epoch1",-0.2353008994357
"Hexa","Hexa","epoch1",0.110372602359351
"Pkm","Pkm","epoch1",0.145800498171368
"Igdcc3","Igdcc3","epoch1",-0.648237940331983
"Pclaf","Pclaf","epoch1",-0.520187520693326
