"","mean_expression.gene","mean_expression.epoch","mean_expression.mean_expression"
"Tcerg1l","Tcerg1l","epoch1",0.0582259049270359
"Nkx6-2","Nkx6-2","epoch1",0.147797410636384
"Syce1","Syce1","epoch1",0.518462249016399
"Ifitm3","Ifitm3","epoch1",0.630466655176251
"Ano9","Ano9","epoch1",0.20115134940686
"Sct","Sct","epoch1",-0.116540817780241
"Kcnq1ot1","Kcnq1ot1","epoch1",-0.125289496590164
"Cdkn1c","Cdkn1c","epoch1",-0.442567072380311
"Phlda2","Phlda2","epoch1",0.14961264568303
"Ccnd1","Ccnd1","epoch1",-0.28773591639019
"Epp13","Epp13","epoch1",0.494684202946382
"Meis3","Meis3","epoch1",-0.417346862842374
"Bbc3","Bbc3","epoch1",0.0224532258027909
"Dact3","Dact3","epoch1",-0.26538397931508
"Pglyrp1","Pglyrp1","epoch1",0.365321179785704
"Zfp296","Zfp296","epoch1",0.556944390957428
"Plaur","Plaur","epoch1",-0.00727944870285576
"Zfp428","Zfp428","epoch1",0.450413479801825
"Tgfb1","Tgfb1","epoch1",0.00669661118899505
"Blvrb","Blvrb","epoch1",0.483828034287385
"9530053A07Rik","9530053A07Rik","epoch1",0.0113676302324092
"Ppp1r14a","Ppp1r14a","epoch1",0.149647874426721
"Tshz3","Tshz3","epoch1",-0.274690204692371
"Vstm2b","Vstm2b","epoch1",-0.291691172017059
"Napsa","Napsa","epoch1",0.1941828182733
"Tead2","Tead2","epoch1",-0.697599886279839
"Plekha4","Plekha4","epoch1",0.460528831947879
"Bcat2","Bcat2","epoch1",0.570125770000481
"Ldha","Ldha","epoch1",-0.23033400168016
"Ndn","Ndn","epoch1",-0.536236986038653
"Igf1r","Igf1r","epoch1",-0.44382512111803
"Rgma","Rgma","epoch1",-0.34169985418241
"Mesp2","Mesp2","epoch1",0.0366986536132503
"Mex3b","Mex3b","epoch1",-0.510947173014567
"Rab38","Rab38","epoch1",-0.0613270516171673
"Tenm4","Tenm4","epoch1",-0.42285444929742
"Ndufc2","Ndufc2","epoch1",0.291038433216905
"Ucp2","Ucp2","epoch1",0.230723067063857
"Gm35082","Gm35082","epoch1",-0.0506310596386075
"Rbmxl2","Rbmxl2","epoch1",0.992019246611862
"Parva","Parva","epoch1",-0.355495367028992
"Mettl9","Mettl9","epoch1",-0.652965750136332
"Ypel3","Ypel3","epoch1",-0.0236260034652134
"Tbx6","Tbx6","epoch1",-0.09029621252705
"Mylpf","Mylpf","epoch1",0.74624826302421
"Tgfb1i1","Tgfb1i1","epoch1",-0.217524900881167
"Plekha1","Plekha1","epoch1",0.155909446409081
"Lhpp","Lhpp","epoch1",0.0781417029607228
"Dpysl4","Dpysl4","epoch1",-0.366629396976553
"Utf1","Utf1","epoch1",0.936123781507187
"Ifitm1","Ifitm1","epoch1",0.498414183883493
"Fgf3","Fgf3","epoch1",-0.147329766889514
"Fgf4","Fgf4","epoch1",0.395324421488694
"Ctxn1","Ctxn1","epoch1",-0.368481312873702
"Efnb2","Efnb2","epoch1",-0.234821632012801
"Col4a1","Col4a1","epoch1",-0.276035732235098
"Atp7b","Atp7b","epoch1",-0.113410436940677
"Ckap2","Ckap2","epoch1",0.250220863285668
"Ash2l","Ash2l","epoch1",0.504352480066742
"Nrg1","Nrg1","epoch1",-0.220722522529854
"Tnks","Tnks","epoch1",-0.205606299758
"Triml1","Triml1","epoch1",0.548520216406299
"Zfp42","Zfp42","epoch1",0.846818689807368
"Slc25a4","Slc25a4","epoch1",-0.431187785953888
"Stox2","Stox2","epoch1",-0.290861196702507
"Galnt7","Galnt7","epoch1",-0.294639235960443
"Palld","Palld","epoch1",-0.0269602816746934
"Cpe","Cpe","epoch1",-0.311862995706234
"Apela","Apela","epoch1",0.251191825795621
"Psd3","Psd3","epoch1",-0.233452986717829
"Bst2","Bst2","epoch1",0.281784183438143
"Smad1","Smad1","epoch1",-0.200505980849502
"Gab1","Gab1","epoch1",0.58619456343042
"Nanos3","Nanos3","epoch1",0.261735714555997
"Ier2","Ier2","epoch1",0.153861334547659
"Calr","Calr","epoch1",-0.0367684098176876
"Junb","Junb","epoch1",0.0115940120410373
"Sall1","Sall1","epoch1",-0.0632257864480274
"Cdh11","Cdh11","epoch1",-0.265697735442123
"Nqo1","Nqo1","epoch1",0.589935112460918
"Cotl1","Cotl1","epoch1",-0.344543871507616
"Egln1","Egln1","epoch1",-0.401209949726135
"Col4a2","Col4a2","epoch1",-0.279606125984095
"Plat","Plat","epoch1",-0.275077198665154
"Sfrp1","Sfrp1","epoch1",-0.370811747296638
"Fgfr1","Fgfr1","epoch1",-0.295232086011467
"Zfp703","Zfp703","epoch1",-0.380192257501752
"Eif4ebp1","Eif4ebp1","epoch1",0.634955665252649
"Rnf122","Rnf122","epoch1",-0.242242878312387
"Dusp4","Dusp4","epoch1",-0.0691416995051177
"Triml2","Triml2","epoch1",0.749534860707177
"Irf2","Irf2","epoch1",-0.213375093973228
"Hmgb2","Hmgb2","epoch1",0.255238695048578
"Isyna1","Isyna1","epoch1",-0.0243580249874784
"Jund","Jund","epoch1",-0.202897718552084
"Tpm4","Tpm4","epoch1",-0.621408101236702
"Klf2","Klf2","epoch1",0.850712587308791
"Hmox1","Hmox1","epoch1",0.113902160433741
"Ddx39","Ddx39","epoch1",0.546940013955537
"Palm3","Palm3","epoch1",0.207256210788252
"Syce2","Syce2","epoch1",0.483517681868383
"Prdx2","Prdx2","epoch1",-0.492423328208923
"Gm10638","Gm10638","epoch1",-0.100308262795059
"Gm2694","Gm2694","epoch1",0.0200766227420817
"Nkd1","Nkd1","epoch1",-0.350058472487806
"Mt2","Mt2","epoch1",0.490645411048501
"Mt1","Mt1","epoch1",0.408909782102192
"Cmtm3","Cmtm3","epoch1",-0.38840898349503
"Cdh1","Cdh1","epoch1",0.383881073534498
"Foxc2","Foxc2","epoch1",-0.115187831223011
"Zfpm1","Zfpm1","epoch1",-0.0624843684549864
"Tubb3","Tubb3","epoch1",0.239244878683287
"Rhou","Rhou","epoch1",-0.467196654120483
"Kcnk1","Kcnk1","epoch1",0.333250395548787
"Nrp1","Nrp1","epoch1",-0.212574709717392
"Amotl1","Amotl1","epoch1",-0.311049607526029
"Ap1m2","Ap1m2","epoch1",0.409636055908832
"Anln","Anln","epoch1",0.217421018392342
"Jam3","Jam3","epoch1",-0.394467380047932
"Ntm","Ntm","epoch1",-0.20528817940787
"St14","St14","epoch1",0.25575281815783
"Sc5d","Sc5d","epoch1",-0.233526352482143
"Oaf","Oaf","epoch1",-0.217681891800183
"Pafah1b2","Pafah1b2","epoch1",-0.541153771106359
"Zbtb16","Zbtb16","epoch1",-0.324437861136979
"Ncam1","Ncam1","epoch1",-0.498182037266428
"Lingo1","Lingo1","epoch1",-0.180808343636203
"Pml","Pml","epoch1",0.529975335005414
"Rec114","Rec114","epoch1",0.206516453684284
"Neo1","Neo1","epoch1",-0.354007273976251
"Smad3","Smad3","epoch1",-0.219559092282644
"Tpm1","Tpm1","epoch1",-0.267278928644151
"Foxb1","Foxb1","epoch1",-0.266512884431032
"Ccnb2","Ccnb2","epoch1",0.167113575199442
"Cgnl1","Cgnl1","epoch1",0.161444168518945
"Tcf12","Tcf12","epoch1",-0.547894722534508
"Dppa5a","Dppa5a","epoch1",0.981061667644745
"Ooep","Ooep","epoch1",0.701323539755091
"Hmgn3","Hmgn3","epoch1",-0.275008921550473
"Chst2","Chst2","epoch1",-0.168042220591289
"Spsb4","Spsb4","epoch1",-0.379665223493945
"Slc35g2","Slc35g2","epoch1",-0.129735965716657
"Fam212a","Fam212a","epoch1",-0.176570461107995
"Pth1r","Pth1r","epoch1",-0.267492415563104
"Tdgf1","Tdgf1","epoch1",0.505278728539502
"Higd1a","Higd1a","epoch1",-0.0650742308799234
"Icam1","Icam1","epoch1",0.298971819696088
"Ets1","Ets1","epoch1",-0.157811635112399
"Fez1","Fez1","epoch1",-0.259073218567117
"Olfr986","Olfr986","epoch1",0.113083062022168
"Hspa8","Hspa8","epoch1",0.509590700164334
"Nectin1","Nectin1","epoch1",-0.0803168447035823
"Mcam","Mcam","epoch1",0.404724809421501
"Gm5617","Gm5617","epoch1",-0.175058153699043
"Usp28","Usp28","epoch1",0.387027755091298
"Cryab","Cryab","epoch1",0.111588853189183
"Crabp1","Crabp1","epoch1",-0.427140559375329
"Rcn2","Rcn2","epoch1",-0.661942432531266
"Stra6","Stra6","epoch1",-0.22636953011382
"Calml4","Calml4","epoch1",0.223854134833147
"Igdcc3","Igdcc3","epoch1",-0.614467135994567
"Rbpms2","Rbpms2","epoch1",0.709700533360252
"Pclaf","Pclaf","epoch1",-0.470826192222403
"Dapk2","Dapk2","epoch1",-0.0703554808488352
"B230323A14Rik","B230323A14Rik","epoch1",-0.151537237811815
"Adam10","Adam10","epoch1",-0.373923815328269
"Aldh1a2","Aldh1a2","epoch1",-0.112312748952565
"Prtg","Prtg","epoch1",-0.609989115132756
"Gsta4","Gsta4","epoch1",0.692216698944257
"Zic4","Zic4","epoch1",-0.170332849025726
"Tfdp2","Tfdp2","epoch1",0.13190693394541
"Twf2","Twf2","epoch1",0.532490531016888
"Pcbp4","Pcbp4","epoch1",-0.447527548307695
"Gpx1","Gpx1","epoch1",0.538253683602759
"Prkar2a","Prkar2a","epoch1",-0.324788242001748
"Cspg5","Cspg5","epoch1",-0.0395075486698732
"Eomes","Eomes","epoch1",0.029260848341557
"mt-Co1","mt-Co1","epoch1",0.108631066785331
"Clcn5","Clcn5","epoch1",-0.252142503517231
"Eras","Eras","epoch1",0.35266081445146
"Ebp","Ebp","epoch1",0.22101699766528
"Porcn","Porcn","epoch1",0.158151441494826
"Dynlt3","Dynlt3","epoch1",-0.292334617432301
"Klhl13","Klhl13","epoch1",0.414377233570768
"Rhox9","Rhox9","epoch1",0.249408381844535
"Gpc4","Gpc4","epoch1",0.00667075495126889
"Gpc3","Gpc3","epoch1",-0.501866232325455
"Map7d3","Map7d3","epoch1",0.436776931307794
"Mcf2","Mcf2","epoch1",0.449010570642307
"Sox3","Sox3","epoch1",-0.342961007345061
"Tmem185a","Tmem185a","epoch1",-0.298548877979676
"Pdzd4","Pdzd4","epoch1",0.532811380710056
"Pls3","Pls3","epoch1",-0.116633374381664
"Maged1","Maged1","epoch1",-0.377327891643429
"Slc7a3","Slc7a3","epoch1",0.614859776508753
"Cited1","Cited1","epoch1",-0.209767887661905
"Xist","Xist","epoch1",0.167090769989539
"Nexmif","Nexmif","epoch1",0.692850763384763
"Hmgn5","Hmgn5","epoch1",-0.0185494570597548
"Pcdh19","Pcdh19","epoch1",-0.135545757783548
"Tspan6","Tspan6","epoch1",-0.249425052288745
"Bex2","Bex2","epoch1",-0.337721564121507
"Tceal8","Tceal8","epoch1",-0.23818493195157
"Bex1","Bex1","epoch1",0.278685407629142
"Nup62cl","Nup62cl","epoch1",0.158515143591135
"Tsc22d3","Tsc22d3","epoch1",-0.379972221849836
"Capn6","Capn6","epoch1",-0.138404087971915
"Amot","Amot","epoch1",-0.254596582612704
"Maged2","Maged2","epoch1",-0.363380775342549
"Sat1","Sat1","epoch1",0.135883874494493
"Tmsb4x","Tmsb4x","epoch1",-0.253809652559525
"Pim2","Pim2","epoch1",0.341091109816751
"Pcsk1n","Pcsk1n","epoch1",0.134773480226664
"B630019K06Rik","B630019K06Rik","epoch1",-0.1349962250079
"Chst7","Chst7","epoch1",-0.0651004775829122
"Timp1","Timp1","epoch1",0.446328736917319
"Slc25a5","Slc25a5","epoch1",0.582585770341327
"Rhox5","Rhox5","epoch1",0.317568414355274
"Rhox6","Rhox6","epoch1",0.297024544687743
"Fhl1","Fhl1","epoch1",-0.307034183213509
"Fmr1nb","Fmr1nb","epoch1",0.385402183166615
"Hmgb3","Hmgb3","epoch1",-0.783710250429464
"Nsdhl","Nsdhl","epoch1",-0.250366760375271
"Dkc1","Dkc1","epoch1",0.573160697993241
"Nr0b1","Nr0b1","epoch1",0.72500418845167
"Efnb1","Efnb1","epoch1",-0.498464257503637
"Tsix","Tsix","epoch1",0.532034952779712
"Magee1","Magee1","epoch1",-0.104474480760279
"Bex4","Bex4","epoch1",0.255063443664499
"Tceal9","Tceal9","epoch1",-0.291812524204804
"Fam199x","Fam199x","epoch1",-0.251849958739305
"Nrk","Nrk","epoch1",0.124366040611025
"Mum1l1","Mum1l1","epoch1",-0.309973436223371
"Trap1a","Trap1a","epoch1",0.79936011754884
"Col4a5","Col4a5","epoch1",-0.195931786888747
"Alg13","Alg13","epoch1",0.791296160295322
"Ddx3y","Ddx3y","epoch1",0.104345790323267
"Eif2s3y","Eif2s3y","epoch1",0.256071637963715
"Prdm141","Prdm14","epoch2",-0.132987483590841
"Eya11","Eya1","epoch2",-0.00513659839828809
"Ptp4a11","Ptp4a1","epoch2",0.0975867569446564
"Sema4c1","Sema4c","epoch2",0.181388062238693
"Slc40a11","Slc40a1","epoch2",-0.306412117679914
"1700019D03Rik1","1700019D03Rik","epoch2",-0.419723096241554
"Pgap11","Pgap1","epoch2",-0.359723881880442
"Fzd51","Fzd5","epoch2",-0.160758692026138
"Fn11","Fn1","epoch2",2.33389248317108
"Mreg1","Mreg","epoch2",-0.254913311700026
"Igfbp51","Igfbp5","epoch2",-0.481979559113582
"Tuba4a1","Tuba4a","epoch2",-0.0168131205874185
"Epha41","Epha4","epoch2",0.255565695619832
"Pax31","Pax3","epoch2",-0.25308876534303
"Ncl1","Ncl","epoch2",0.261003201020261
"Gbx21","Gbx2","epoch2",-0.298205364216119
"Hes61","Hes6","epoch2",-0.317871022457257
"Tmem371","Tmem37","epoch2",0.117674269278844
"Dbi1","Dbi","epoch2",-0.545527888089418
"Cxcr41","Cxcr4","epoch2",1.07154269417127
"Cd551","Cd55","epoch2",-0.153367647528648
"Mapkapk21","Mapkapk2","epoch2",0.29427926192681
"Elf31","Elf3","epoch2",-0.268235914409161
"Nr5a21","Nr5a2","epoch2",-0.197543430328369
"Trove21","Trove2","epoch2",0.0234490666693697
"Hmcn11","Hmcn1","epoch2",-0.016160416106383
"Ier51","Ier5","epoch2",0.337768962730964
"Cacybp1","Cacybp","epoch2",0.234083232842386
"Prrx11","Prrx1","epoch2",-0.0752083867788315
"Atp1b11","Atp1b1","epoch2",-0.280834402516484
"Dusp271","Dusp27","epoch2",-0.154376018047333
"Vangl21","Vangl2","epoch2",0.00185340608780583
"Pea15a1","Pea15a","epoch2",-0.0950638952044149
"Atp1a21","Atp1a2","epoch2",0.889642861982187
"Mixl11","Mixl1","epoch2",2.43883388588826
"Enah1","Enah","epoch2",-0.0274050107536217
"Capn21","Capn2","epoch2",0.781462454772554
"Tgfb21","Tgfb2","epoch2",-0.326556453108788
"Nenf1","Nenf","epoch2",0.210177579646309
"Terf11","Terf1","epoch2",-0.435269392894891
"Rdh101","Rdh10","epoch2",-0.121900747716427
"Dst1","Dst","epoch2",-0.384702171043803
"Cfc11","Cfc1","epoch2",0.574367718398571
"Inpp4a1","Inpp4a","epoch2",-0.11756949822108
"Pou3f31","Pou3f3","epoch2",-0.20708204805851
"Col3a11","Col3a1","epoch2",-0.103958488255739
"Sgo2a1","Sgo2a","epoch2",-0.142235517020648
"Fzd71","Fzd7","epoch2",1.02994716962179
"Bmpr21","Bmpr2","epoch2",-0.0263462454080582
"Nrp21","Nrp2","epoch2",0.00934761861960093
"Adam231","Adam23","epoch2",-0.299005361894767
"Igfbp21","Igfbp2","epoch2",-0.278735234774649
"Wnt61","Wnt6","epoch2",0.520748009284337
"B3gnt71","B3gnt7","epoch2",-0.275602277119954
"Ptma1","Ptma","epoch2",0.111031562602147
"Inpp5d1","Inpp5d","epoch2",-0.146982002258301
"Ackr31","Ackr3","epoch2",0.29080561598142
"Tfcp2l11","Tfcp2l1","epoch2",-0.182415963212649
"Ube2t1","Ube2t","epoch2",-0.336579147190787
"Phlda31","Phlda3","epoch2",-0.261634541923801
"Gpa331","Gpa33","epoch2",-0.299613522489866
"Ildr21","Ildr2","epoch2",-0.288424581289291
"Kif26b1","Kif26b","epoch2",-0.140423824886481
"Lefty21","Lefty2","epoch2",1.49714786956708
"Lefty11","Lefty1","epoch2",0.0205860890448093
"Plxna21","Plxna2","epoch2",0.844233958919843
"Fbxo51","Fbxo5","epoch2",0.132192527945153
"Abracl1","Abracl","epoch2",0.379807391684153
"Arfgef31","Arfgef3","epoch2",-0.232155948877335
"Myb1","Myb","epoch2",-0.309107566873233
"Enpp31","Enpp3","epoch2",-0.500148866325617
"Arg11","Arg1","epoch2",-0.121138426661491
"Rspo31","Rspo3","epoch2",0.528145000090202
"Tpd52l11","Tpd52l1","epoch2",-0.110128695517778
"Gm265641","Gm26564","epoch2",-0.0681861276427905
"Marcks1","Marcks","epoch2",-0.0856776020023972
"Prdm11","Prdm1","epoch2",-0.253226069112619
"Ddit41","Ddit4","epoch2",-0.15863333431383
"H2afy21","H2afy2","epoch2",0.408252098698479
"Ddx211","Ddx21","epoch2",0.310129837878048
"Tet11","Tet1","epoch2",-0.132492172935357
"Arid5b1","Arid5b","epoch2",-0.243121654105683
"Bicc11","Bicc1","epoch2",-0.0630847588181496
"Gstt21","Gstt2","epoch2",-0.365532548725605
"Col18a11","Col18a1","epoch2",-0.810041034842531
"Gamt1","Gamt","epoch2",-0.0985104873776436
"Tjp31","Tjp3","epoch2",-0.258253447214762
"Tle61","Tle6","epoch2",-0.106974253058434
"1190007I07Rik1","1190007I07Rik","epoch2",-0.322625734688093
"Nuak11","Nuak1","epoch2",0.118688345948855
"Ckap41","Ckap4","epoch2",0.18360455945755
"Platr71","Platr7","epoch2",-0.0556842744350433
"Gas2l31","Gas2l3","epoch2",-0.31725037911286
"Atxn7l3b1","Atxn7l3b","epoch2",-0.156035916848729
"Mdm21","Mdm2","epoch2",-0.108712483026708
"Hmga21","Hmga2","epoch2",0.681391343086337
"Nxph41","Nxph4","epoch2",1.04369016935428
"Lrp11","Lrp1","epoch2",-0.0330483714739482
"Pa2g41","Pa2g4","epoch2",0.267946787597612
"Gdf111","Gdf11","epoch2",-0.301073797543844
"Akap121","Akap12","epoch2",-0.689422420660655
"Cited21","Cited2","epoch2",0.703873192270597
"Perp1","Perp","epoch2",0.0458581812679768
"Sgk11","Sgk1","epoch2",0.176935371054181
"Ctgf1","Ctgf","epoch2",-0.289488852520784
"Samd31","Samd3","epoch2",0.807416851818562
"Fyn1","Fyn","epoch2",-0.225621407354871
"Ppil61","Ppil6","epoch2",-0.0975294721623262
"Cd24a1","Cd24a","epoch2",0.137288642317678
"Fabp71","Fabp7","epoch2",-0.287215603049845
"P4ha11","P4ha1","epoch2",-0.00762011793752511
"Pcbd11","Pcbd1","epoch2",-0.323246708512306
"Nodal1","Nodal","epoch2",-0.110839726900061
"Ppa11","Ppa1","epoch2",0.123493650524567
"Rhobtb11","Rhobtb1","epoch2",0.0676586161057154
"Chchd101","Chchd10","epoch2",-0.52264639288187
"Dnmt3l1","Dnmt3l","epoch2",-0.23619203766187
"Cstb1","Cstb","epoch2",0.607968277134933
"Bsg1","Bsg","epoch2",0.256172008657207
"Prtn31","Prtn3","epoch2",-0.166856810450554
"Arid3a1","Arid3a","epoch2",0.114582727414866
"Cnn21","Cnn2","epoch2",0.149098389067998
"Gpx41","Gpx4","epoch2",-0.429182501595157
"Aes1","Aes","epoch2",-0.442185663238827
"1500009L16Rik1","1500009L16Rik","epoch2",-0.326850329867254
"Timp31","Timp3","epoch2",-0.090217033525308
"Sycp31","Sycp3","epoch2",-0.265127366719147
"Cdk171","Cdk17","epoch2",-0.0388720278938611
"Atp2b11","Atp2b1","epoch2",-0.0688491207392265
"Poc1b1","Poc1b","epoch2",-0.0301809936761856
"Dusp61","Dusp6","epoch2",0.144022686717411
"Kitl1","Kitl","epoch2",-0.0429943963885307
"Csrp21","Csrp2","epoch2",-0.433103555409859
"Phlda11","Phlda1","epoch2",0.251940890649954
"Lrig31","Lrig3","epoch2",0.975838823119799
"Atp5b1","Atp5b","epoch2",0.300997423554266
"Cd631","Cd63","epoch2",0.453370565517495
"Myl71","Myl7","epoch2",0.948281365633011
"Igfbp31","Igfbp3","epoch2",-0.35374573811423
"Ddc1","Ddc","epoch2",-0.14807090262572
"Grb101","Grb10","epoch2",-0.271378958287338
"Cobl1","Cobl","epoch2",-0.144184973835945
"Meis11","Meis1","epoch2",-0.310920782387257
"Fgf181","Fgf18","epoch2",-0.0165933574239413
"Npm11","Npm1","epoch2",0.544553643340866
"Hmmr1","Hmmr","epoch2",-0.200478138991942
"Ccng11","Ccng1","epoch2",-0.346588093857281
"Sqstm11","Sqstm1","epoch2",0.0233868034556508
"Rad501","Rad50","epoch2",-0.198046149034053
"Pdlim41","Pdlim4","epoch2",0.702859591941039
"Atox11","Atox1","epoch2",0.00958357107980798
"Fam183b1","Fam183b","epoch2",-0.0905465140938759
"Cenpv1","Cenpv","epoch2",-0.376460850300888
"Lrrc75a1","Lrrc75a","epoch2",-0.292135598262151
"Hs3st3b11","Hs3st3b1","epoch2",0.392252679665883
"Chd31","Chd3","epoch2",-0.436398190663507
"Kdm6b1","Kdm6b","epoch2",0.264466681393484
"Efnb31","Efnb3","epoch2",0.060771103700002
"Cd681","Cd68","epoch2",-0.0894235799709956
"Chrnb11","Chrnb1","epoch2",-0.165587618947029
"Eif5a1","Eif5a","epoch2",0.35748267446955
"Pfn11","Pfn1","epoch2",0.0747420111360649
"6330403K07Rik1","6330403K07Rik","epoch2",-0.190866697455446
"Smtnl21","Smtnl2","epoch2",-0.316724194089572
"Srr1","Srr","epoch2",-0.0262300620476405
"Serpinf11","Serpinf1","epoch2",-0.229700005551179
"Rflnb1","Rflnb","epoch2",-0.0168974285324415
"Lhx11","Lhx1","epoch2",2.71817664603392
"Ypel21","Ypel2","epoch2",-0.116544135908286
"Gdpd11","Gdpd1","epoch2",-0.310077181458473
"Calcoco21","Calcoco2","epoch2",-0.0511182141800721
"Hoxb5os1","Hoxb5os","epoch2",-0.463093544791142
"Hoxb3os1","Hoxb3os","epoch2",0.141765412688255
"Krt421","Krt42","epoch2",-0.030173883587122
"Hap11","Hap1","epoch2",-0.349301289518674
"Jup1","Jup","epoch2",-0.229417553792397
"Stat5b1","Stat5b","epoch2",0.0810492900510629
"Meox11","Meox1","epoch2",-0.10025718609492
"Sost1","Sost","epoch2",-0.146614402532578
"Limd21","Limd2","epoch2",0.325731012846033
"Pecam11","Pecam1","epoch2",-0.188063583771388
"Cpsf4l1","Cpsf4l","epoch2",-0.217834456761678
"Sdk21","Sdk2","epoch2",-0.142957875629266
"Jpt11","Jpt1","epoch2",-0.231303592585027
"Rnf1571","Rnf157","epoch2",-0.195545632143815
"Tk11","Tk1","epoch2",0.0599690196104348
"Timp21","Timp2","epoch2",0.089288184295098
"Tbc1d161","Tbc1d16","epoch2",-0.189235853031278
"Notum1","Notum","epoch2",-0.186819220085939
"Dcxr1","Dcxr","epoch2",0.0983675724516312
"Gatsl31","Gatsl3","epoch2",-0.215346473207076
"Ccdc88a1","Ccdc88a","epoch2",0.0259102950803936
"Sh3pxd2b1","Sh3pxd2b","epoch2",-0.182807320853074
"Pank31","Pank3","epoch2",0.088344136873881
"4933415A04Rik1","4933415A04Rik","epoch2",0.0188255319992701
"Ebf11","Ebf1","epoch2",-0.035768752793471
"Gfpt21","Gfpt2","epoch2",0.071227024992307
"Rnf1301","Rnf130","epoch2",-0.0447977691888809
"Col23a11","Col23a1","epoch2",1.58239225496848
"Nhp21","Nhp2","epoch2",-0.0786650779424235
"9530068E07Rik1","9530068E07Rik","epoch2",0.0155158122846236
"P4ha21","P4ha2","epoch2",-0.192664131522179
"Mfap41","Mfap4","epoch2",0.0361720991631349
"Pmp221","Pmp22","epoch2",0.553340138494968
"Myh101","Myh10","epoch2",0.042260615490765
"Hes71","Hes7","epoch2",-0.238007113834222
"Trp531","Trp53","epoch2",-0.0743953447633733
"Sox151","Sox15","epoch2",-0.247399788101514
"Cldn71","Cldn7","epoch2",-0.492473740254839
"Gabarap1","Gabarap","epoch2",-0.196820791733141
"Eno31","Eno3","epoch2",-0.331450876158973
"Pimreg1","Pimreg","epoch2",-0.101732076875245
"Rab341","Rab34","epoch2",0.235631982819177
"Lhx1os1","Lhx1os","epoch2",1.36946179171403
"Car41","Car4","epoch2",-0.283547023435434
"Tex141","Tex14","epoch2",-0.0605742660661538
"Vezf11","Vezf1","epoch2",-0.283408117725048
"Cuedc11","Cuedc1","epoch2",-0.434662664867938
"Mmd1","Mmd","epoch2",-0.00959290489554405
"Samd141","Samd14","epoch2",0.0046937753756841
"Hoxb91","Hoxb9","epoch2",-0.497065708568941
"Hoxb81","Hoxb8","epoch2",-0.543060123920441
"Hoxb71","Hoxb7","epoch2",-0.430404275655746
"Hoxb61","Hoxb6","epoch2",-0.310669223467509
"Hoxb51","Hoxb5","epoch2",-0.276742398738861
"Hoxb41","Hoxb4","epoch2",-0.463052600125472
"Hoxb31","Hoxb3","epoch2",-0.308615258894861
"Hoxb21","Hoxb2","epoch2",-0.16121453239272
"Hoxb11","Hoxb1","epoch2",0.247385623057683
"Prr15l1","Prr15l","epoch2",-0.183120369911194
"Mllt61","Mllt6","epoch2",-0.203745479385058
"Cdc61","Cdc6","epoch2",-0.0114277129371961
"Igfbp41","Igfbp4","epoch2",1.90743849873543
"Fzd21","Fzd2","epoch2",0.271608749590814
"Arhgap27os21","Arhgap27os2","epoch2",-0.044072829435269
"Wnt31","Wnt3","epoch2",0.997253147264322
"Axin21","Axin2","epoch2",0.209916861339783
"Sox91","Sox9","epoch2",0.528842036426067
"Slc9a3r11","Slc9a3r1","epoch2",-0.338031719252467
"Rnf2131","Rnf213","epoch2",0.218033607800802
"Slc16a31","Slc16a3","epoch2",-0.0315592049465825
"Tex19.11","Tex19.1","epoch2",-0.256042970716953
"Gm463321","Gm46332","epoch2",-0.00787672996520996
"Ubxn2a1","Ubxn2a","epoch2",-0.371126622939482
"Rhob1","Rhob","epoch2",-0.0826178476214409
"Mycn1","Mycn","epoch2",0.0458536750462372
"Greb11","Greb1","epoch2",0.34758843605717
"Id21","Id2","epoch2",-0.598914318279518
"Sox111","Sox11","epoch2",0.0589314862193229
"Cfl21","Cfl2","epoch2",-0.0813311406319068
"Baz1a1","Baz1a","epoch2",0.2528175065973
"Nfkbia1","Nfkbia","epoch2",0.0361696837469935
"Rpl10l1","Rpl10l","epoch2",-0.265967784821987
"Nin1","Nin","epoch2",0.516997424761454
"Trim91","Trim9","epoch2",-0.156088590621948
"Rtn11","Rtn1","epoch2",-0.434038079778353
"Gpx21","Gpx2","epoch2",-0.326856794456641
"Rab151","Rab15","epoch2",-0.317853066325188
"Zfp36l11","Zfp36l1","epoch2",-0.119572436685363
"Npc21","Npc2","epoch2",0.657293127186131
"Rps6kl11","Rps6kl1","epoch2",-0.273386035362879
"Foxn31","Foxn3","epoch2",-0.250223476843288
"Gsc1","Gsc","epoch2",1.74299549261729
"Tcl11","Tcl1","epoch2",-0.0926168402036031
"Hsp90aa11","Hsp90aa1","epoch2",-0.171003241123011
"Ckb1","Ckb","epoch2",-0.685753132744382
"Akt11","Akt1","epoch2",-0.0772251612506807
"Ahnak21","Ahnak2","epoch2",-0.101548831661542
"Sdc11","Sdc1","epoch2",0.146645060243706
"Pdia61","Pdia6","epoch2",0.0490618160149703
"Hpcal11","Hpcal1","epoch2",0.367756782425568
"Pxdn1","Pxdn","epoch2",-0.0450296311018368
"Efcab101","Efcab10","epoch2",-0.190530803799629
"Twist11","Twist1","epoch2",0.465032321148222
"1110008L16Rik1","1110008L16Rik","epoch2",-0.220269086149832
"Klhdc21","Klhdc2","epoch2",0.195643994188868
"Tmx11","Tmx1","epoch2",0.393059028566737
"Dact11","Dact1","epoch2",0.487384472290675
"Syne21","Syne2","epoch2",-0.371984998012582
"Susd61","Susd6","epoch2",-0.0528558517495791
